fraud_event_id,transaction_id,fraud_type,detection_method,fraud_risk_score,ground_truth_status,estimated_loss_inr,detected_ts,primary_reason
FE0000627,TXN000034354,MULE_TRANSFER,Rule,54.0,Under Review,515435.28,2026-03-16 05:27:50,Merchant anomaly
FE0000628,TXN000034399,ACCOUNT_TAKEOVER,ML,99,False Positive,189067.15,2026-07-19 01:25:04,Amount deviation
FE0000629,TXN000034445,IMPOSSIBLE_TRAVEL,Rule,58.5,False Positive,1230.08,2026-06-26 08:33:17,Merchant anomaly
FE0000630,TXN000034563,ACCOUNT_TAKEOVER,ML,81.3,Under Review,41125.26,2026-05-08 22:48:40,Geographic anomaly
FE0000631,TXN000034663,CARD_NOT_PRESENT,Hybrid,85.5,Confirmed Fraud,1295.99,2026-06-30 20:54:58,High velocity
FE0000632,TXN000034674,VELOCITY_ABUSE,Rule,50.9,Confirmed Fraud,647.15,2026-07-18 05:11:11,High velocity
FE0000633,TXN000034680,MERCHANT_COLLUSION,ML,50.0,Confirmed Fraud,37668.14,2026-05-26 14:26:51,Geographic anomaly
FE0000634,TXN000034697,MERCHANT_COLLUSION,ML,48.0,False Positive,111017.36,2026-05-07 19:02:32,Geographic anomaly
FE0000635,TXN000034793,MERCHANT_COLLUSION,Rule,52.0,Confirmed Fraud,58874.77,2026-07-22 09:41:18,Merchant anomaly
FE0000636,TXN000034812,MULE_TRANSFER,Hybrid,86.0,Confirmed Fraud,274886.12,2026-04-14 00:20:09,Geographic anomaly
FE0000637,TXN000034855,IMPOSSIBLE_TRAVEL,Hybrid,89.3,Confirmed Fraud,1589.3,2026-02-12 14:58:54,Mule network
FE0000638,TXN000034879,CARD_NOT_PRESENT,Rule,62.4,Confirmed Fraud,397.74,2026-05-18 21:59:58,Merchant anomaly
FE0000639,TXN000034971,MERCHANT_COLLUSION,Hybrid,52.0,Confirmed Fraud,23938.62,2026-07-22 08:15:01,Geographic anomaly
FE0000640,TXN000035159,ATM_CASHOUT,Hybrid,68.0,False Positive,544735.96,2026-04-04 02:04:07,Mule network
FE0000641,TXN000035175,CARD_NOT_PRESENT,Hybrid,95,Confirmed Fraud,2405.4,2026-02-03 20:23:46,Geographic anomaly
FE0000642,TXN000035264,CARD_TESTING,ML,82.0,Confirmed Fraud,51.03,2026-02-24 03:21:57,Merchant anomaly
FE0000643,TXN000035550,ACCOUNT_TAKEOVER,Rule,97.6,Confirmed Fraud,132665.93,2026-03-30 00:58:11,High velocity
FE0000644,TXN000035631,CARD_NOT_PRESENT,ML,63.8,Confirmed Fraud,283.09,2026-03-12 05:53:23,Merchant anomaly
FE0000645,TXN000035682,CARD_NOT_PRESENT,Rule,99,Confirmed Fraud,991.4,2026-04-03 02:57:51,Device anomaly
FE0000646,TXN000035720,ATM_CASHOUT,Rule,56.0,Under Review,342036.44,2026-07-01 18:06:55,Amount deviation
FE0000647,TXN000035773,MULE_TRANSFER,Rule,74.0,Confirmed Fraud,26836.17,2026-03-22 04:02:02,Amount deviation
FE0000648,TXN000035789,ACCOUNT_TAKEOVER,Hybrid,95,Under Review,49672.69,2026-05-08 19:44:57,Merchant anomaly
FE0000649,TXN000035833,MERCHANT_COLLUSION,Rule,72.0,Confirmed Fraud,63375.85,2026-03-16 23:00:55,Amount deviation
FE0000650,TXN000035872,VELOCITY_ABUSE,ML,45.4,Confirmed Fraud,424.66,2026-04-16 17:11:49,Merchant anomaly
FE0000651,TXN000035915,ACCOUNT_TAKEOVER,Hybrid,92.4,Confirmed Fraud,103631.76,2026-06-20 11:13:26,High velocity
FE0000652,TXN000035979,ACCOUNT_TAKEOVER,ML,99,False Positive,146173.39,2026-03-10 01:16:29,High velocity
FE0000653,TXN000036183,VELOCITY_ABUSE,Rule,44.6,Under Review,55.63,2026-03-03 06:54:18,Amount deviation
FE0000654,TXN000036340,VELOCITY_ABUSE,Rule,42.3,Under Review,124.78,2026-02-22 22:18:29,Merchant anomaly
FE0000655,TXN000036373,CARD_NOT_PRESENT,Rule,84.8,False Positive,10890.32,2026-06-10 21:11:05,High velocity
FE0000656,TXN000036385,MULE_TRANSFER,Rule,54.0,Under Review,489593.95,2026-07-06 07:17:33,Geographic anomaly
FE0000657,TXN000036433,ATM_CASHOUT,Rule,70.0,Confirmed Fraud,453074.94,2026-06-13 03:09:35,Mule network
FE0000658,TXN000036534,VELOCITY_ABUSE,Rule,54.8,Under Review,707.71,2026-04-23 07:56:30,Mule network
FE0000659,TXN000036659,MULE_TRANSFER,ML,54.0,False Positive,559860.82,2026-07-28 05:36:23,Merchant anomaly
FE0000660,TXN000036693,ACCOUNT_TAKEOVER,Hybrid,98.6,Under Review,422640.11,2026-06-04 00:12:45,High velocity
FE0000661,TXN000036748,CARD_NOT_PRESENT,Hybrid,99,Confirmed Fraud,1449.6,2026-04-07 00:57:58,Amount deviation
FE0000662,TXN000036749,CARD_NOT_PRESENT,ML,76.4,Confirmed Fraud,263.19,2026-03-07 08:06:53,High velocity
FE0000663,TXN000036754,IMPOSSIBLE_TRAVEL,Rule,81.8,False Positive,853.78,2026-04-12 05:06:56,Geographic anomaly
FE0000664,TXN000036793,IMPOSSIBLE_TRAVEL,Rule,73.4,Confirmed Fraud,1235.81,2026-04-30 01:40:15,Device anomaly
FE0000665,TXN000036876,MULE_TRANSFER,ML,72.0,Under Review,264714.29,2026-05-11 20:14:57,Device anomaly
FE0000666,TXN000037019,IMPOSSIBLE_TRAVEL,Hybrid,63.3,False Positive,363.25,2026-06-14 06:23:59,High velocity
FE0000667,TXN000037112,MERCHANT_COLLUSION,Rule,52.0,Under Review,110390.15,2026-02-22 08:23:15,Device anomaly
FE0000668,TXN000037145,ATM_CASHOUT,Rule,48.0,False Positive,50240.77,2026-02-07 15:53:15,Mule network
FE0000669,TXN000037204,MERCHANT_COLLUSION,Hybrid,50.0,False Positive,40430.25,2026-07-19 13:20:15,Device anomaly
FE0000670,TXN000037327,ACCOUNT_TAKEOVER,Rule,83.6,Under Review,204843.83,2026-02-02 12:09:37,High velocity
FE0000671,TXN000037510,MERCHANT_COLLUSION,ML,68.0,Confirmed Fraud,101150.41,2026-06-04 08:44:21,Mule network
FE0000672,TXN000037533,VELOCITY_ABUSE,ML,88.9,Confirmed Fraud,476.12,2026-07-02 01:30:19,Merchant anomaly
FE0000673,TXN000037711,IMPOSSIBLE_TRAVEL,Rule,60.3,Under Review,542.24,2026-07-04 17:37:42,Merchant anomaly
FE0000674,TXN000037844,CARD_NOT_PRESENT,ML,78.2,Under Review,11235.47,2026-06-05 14:58:35,Merchant anomaly
FE0000675,TXN000037970,CARD_TESTING,ML,48.0,Under Review,24.27,2026-04-22 14:08:16,Mule network
FE0000676,TXN000037993,ATM_CASHOUT,Rule,68.0,Confirmed Fraud,198175.38,2026-04-08 20:06:06,High velocity
FE0000677,TXN000037999,VELOCITY_ABUSE,Hybrid,79.0,False Positive,1294.52,2026-07-17 19:29:55,Amount deviation
FE0000678,TXN000038013,CARD_NOT_PRESENT,ML,82.3,Confirmed Fraud,2413.91,2026-03-18 17:33:16,Mule network
FE0000679,TXN000038016,VELOCITY_ABUSE,Hybrid,84.2,Confirmed Fraud,3121.18,2026-04-28 00:07:36,Geographic anomaly
FE0000680,TXN000038152,CARD_NOT_PRESENT,Rule,93.5,Under Review,820.94,2026-04-23 00:02:32,Merchant anomaly
FE0000681,TXN000038192,ATM_CASHOUT,ML,52.0,False Positive,83255.71,2026-06-13 08:14:36,Device anomaly
FE0000682,TXN000038216,ACCOUNT_TAKEOVER,Hybrid,94.4,Confirmed Fraud,155572.37,2026-07-14 11:44:12,Mule network
FE0000683,TXN000038218,CARD_TESTING,Hybrid,58.7,False Positive,74.74,2026-07-03 16:45:42,Amount deviation
FE0000684,TXN000038248,MULE_TRANSFER,Hybrid,74.0,Confirmed Fraud,248632.54,2026-06-03 20:14:02,High velocity
FE0000685,TXN000038271,IMPOSSIBLE_TRAVEL,ML,52.6,Confirmed Fraud,1766.47,2026-06-26 13:43:48,Mule network
FE0000686,TXN000038274,IMPOSSIBLE_TRAVEL,ML,76.7,Under Review,799.03,2026-07-05 08:10:41,Geographic anomaly
FE0000687,TXN000038298,MERCHANT_COLLUSION,Rule,48.0,Confirmed Fraud,85617.71,2026-07-05 12:10:32,Geographic anomaly
FE0000688,TXN000038306,CARD_NOT_PRESENT,ML,99,Confirmed Fraud,2109.25,2026-05-16 04:43:03,Amount deviation
FE0000689,TXN000038336,MERCHANT_COLLUSION,Hybrid,86.0,Confirmed Fraud,117843.72,2026-04-06 01:32:32,Geographic anomaly
FE0000690,TXN000038468,CARD_TESTING,Hybrid,69.1,Under Review,130.8,2026-07-03 11:26:48,Amount deviation
FE0000691,TXN000038482,ATM_CASHOUT,ML,56.0,Under Review,401058.48,2026-05-19 17:43:58,Merchant anomaly
FE0000692,TXN000038495,VELOCITY_ABUSE,ML,46.1,False Positive,287.51,2026-06-18 16:40:39,Mule network
FE0000693,TXN000038537,VELOCITY_ABUSE,Hybrid,51.8,False Positive,212.17,2026-06-24 20:34:30,Device anomaly
FE0000694,TXN000038557,MERCHANT_COLLUSION,ML,72.0,Confirmed Fraud,100140.91,2026-04-30 03:04:30,Amount deviation
FE0000695,TXN000038563,MULE_TRANSFER,ML,48.0,Confirmed Fraud,187140.24,2026-06-11 23:54:39,High velocity
FE0000696,TXN000038630,ACCOUNT_TAKEOVER,ML,99,Confirmed Fraud,172180.63,2026-03-28 01:07:38,Amount deviation
FE0000697,TXN000038650,MERCHANT_COLLUSION,ML,50.0,Confirmed Fraud,171856.35,2026-02-08 23:34:55,Merchant anomaly
FE0000698,TXN000038720,ACCOUNT_TAKEOVER,Hybrid,88.7,False Positive,186156.25,2026-03-12 09:51:47,Geographic anomaly
FE0000699,TXN000038753,IMPOSSIBLE_TRAVEL,ML,93,False Positive,5229.16,2026-05-03 08:36:20,Geographic anomaly
FE0000700,TXN000038766,MERCHANT_COLLUSION,Hybrid,52.0,Confirmed Fraud,86482.34,2026-06-30 07:18:03,Amount deviation
FE0000701,TXN000038837,ACCOUNT_TAKEOVER,Hybrid,91.4,Under Review,354722.07,2026-03-03 12:12:31,Device anomaly
FE0000702,TXN000038863,MERCHANT_COLLUSION,Rule,52.0,Under Review,77752.54,2026-04-30 18:38:40,Amount deviation
FE0000703,TXN000038887,ACCOUNT_TAKEOVER,Hybrid,84.3,Confirmed Fraud,236441.74,2026-07-17 21:03:12,Merchant anomaly
FE0000704,TXN000038896,CARD_NOT_PRESENT,ML,95.6,Under Review,594254.87,2026-05-12 19:37:51,Geographic anomaly
FE0000705,TXN000038912,CARD_NOT_PRESENT,Rule,99,False Positive,677.57,2026-02-17 01:55:01,High velocity
FE0000706,TXN000039029,IMPOSSIBLE_TRAVEL,Hybrid,53.2,Under Review,223.29,2026-05-08 22:21:04,Amount deviation
FE0000707,TXN000039043,MULE_TRANSFER,Rule,50.0,Under Review,285031.14,2026-04-27 09:20:59,High velocity
FE0000708,TXN000039083,ACCOUNT_TAKEOVER,Rule,83.9,Confirmed Fraud,23881.7,2026-02-19 05:03:05,Merchant anomaly
FE0000709,TXN000039096,ACCOUNT_TAKEOVER,ML,91.8,Under Review,222781.72,2026-04-28 12:52:40,Device anomaly
FE0000710,TXN000039140,MULE_TRANSFER,Rule,56.0,Confirmed Fraud,138927.21,2026-03-08 20:31:56,Amount deviation
FE0000711,TXN000039254,ATM_CASHOUT,Hybrid,72.0,False Positive,174999.81,2026-04-07 00:00:39,Device anomaly
FE0000712,TXN000039269,CARD_TESTING,Rule,40.1,False Positive,17.79,2026-05-07 11:55:22,Mule network
FE0000713,TXN000039316,MERCHANT_COLLUSION,ML,50.0,Under Review,95303.56,2026-03-09 17:59:10,Geographic anomaly
FE0000714,TXN000039345,ATM_CASHOUT,ML,70.0,False Positive,168740.23,2026-04-19 19:05:15,Mule network
FE0000715,TXN000039373,CARD_TESTING,Rule,48.1,Confirmed Fraud,34.51,2026-05-25 21:38:43,High velocity
FE0000716,TXN000039493,CARD_NOT_PRESENT,Rule,74.5,Confirmed Fraud,1018.43,2026-02-14 09:32:26,Amount deviation
FE0000717,TXN000039510,MERCHANT_COLLUSION,ML,66.0,False Positive,87349.51,2026-04-06 04:43:16,High velocity
FE0000718,TXN000039516,CARD_NOT_PRESENT,ML,82.9,Confirmed Fraud,1807.38,2026-05-26 09:22:06,Device anomaly
FE0000719,TXN000039570,CARD_TESTING,ML,48.4,Confirmed Fraud,58.7,2026-05-27 10:28:18,Device anomaly
FE0000720,TXN000039644,CARD_TESTING,Hybrid,48.2,Confirmed Fraud,29.58,2026-06-05 19:28:37,Geographic anomaly
FE0000721,TXN000039692,IMPOSSIBLE_TRAVEL,ML,90.7,False Positive,358328.98,2026-07-23 09:03:11,Mule network
FE0000722,TXN000039735,CARD_NOT_PRESENT,Rule,99,Confirmed Fraud,1788.06,2026-07-09 14:41:14,Geographic anomaly
FE0000723,TXN000039781,ATM_CASHOUT,ML,54.0,Confirmed Fraud,104558.75,2026-06-08 23:07:23,Device anomaly
FE0000724,TXN000039788,MERCHANT_COLLUSION,Rule,56.0,Confirmed Fraud,30663.59,2026-04-26 21:03:07,Amount deviation
FE0000725,TXN000039817,MULE_TRANSFER,Hybrid,54.0,Confirmed Fraud,110159.38,2026-02-12 20:34:59,Device anomaly
FE0000726,TXN000039835,CARD_TESTING,Hybrid,48.0,False Positive,39.05,2026-07-03 14:56:32,High velocity
FE0000727,TXN000039846,ATM_CASHOUT,Hybrid,94.0,False Positive,145840.14,2026-04-15 04:15:23,High velocity
FE0000728,TXN000039860,CARD_NOT_PRESENT,Rule,62.7,Confirmed Fraud,1073.62,2026-02-04 17:43:04,Device anomaly
FE0000729,TXN000039911,ACCOUNT_TAKEOVER,Rule,95,False Positive,211068.53,2026-06-26 19:58:02,Amount deviation
FE0000730,TXN000040031,VELOCITY_ABUSE,Rule,99,Confirmed Fraud,3321.38,2026-03-03 02:16:32,Amount deviation
FE0000731,TXN000040041,MULE_TRANSFER,Rule,90.0,Under Review,171621.55,2026-03-05 04:08:50,Device anomaly
FE0000732,TXN000040075,CARD_NOT_PRESENT,ML,69.8,Under Review,738.09,2026-05-25 17:37:38,Device anomaly
FE0000733,TXN000040095,CARD_NOT_PRESENT,ML,75.3,Confirmed Fraud,805.45,2026-03-25 06:10:11,Geographic anomaly
FE0000734,TXN000040238,ATM_CASHOUT,Rule,54.0,Under Review,129980.45,2026-02-08 06:28:37,Geographic anomaly
FE0000735,TXN000040340,ATM_CASHOUT,Rule,72.0,Under Review,72357.01,2026-05-14 14:51:57,Amount deviation
FE0000736,TXN000040372,CARD_TESTING,Rule,46.1,False Positive,20.99,2026-03-20 21:13:20,Geographic anomaly
FE0000737,TXN000040439,ACCOUNT_TAKEOVER,Rule,83.2,False Positive,30833.13,2026-02-03 19:00:09,Amount deviation
FE0000738,TXN000040468,VELOCITY_ABUSE,Hybrid,46.1,Confirmed Fraud,337.68,2026-05-25 22:24:51,Merchant anomaly
FE0000739,TXN000040498,CARD_NOT_PRESENT,ML,99,Confirmed Fraud,1336.98,2026-04-13 00:16:23,Device anomaly
FE0000740,TXN000040542,CARD_TESTING,Rule,68.6,Confirmed Fraud,84.26,2026-05-31 12:00:29,High velocity
FE0000741,TXN000040551,IMPOSSIBLE_TRAVEL,ML,61.7,False Positive,3292.81,2026-02-27 01:17:30,High velocity
FE0000742,TXN000040564,MERCHANT_COLLUSION,Hybrid,54.0,Confirmed Fraud,70081.67,2026-05-17 15:49:17,High velocity
FE0000743,TXN000040713,ATM_CASHOUT,Rule,52.0,Confirmed Fraud,182257.39,2026-04-06 12:28:12,Device anomaly
FE0000744,TXN000040867,IMPOSSIBLE_TRAVEL,Hybrid,52.1,False Positive,656.45,2026-06-22 15:10:54,High velocity
FE0000745,TXN000040879,CARD_TESTING,Hybrid,38.3,Confirmed Fraud,132.09,2026-03-13 11:29:19,Geographic anomaly
FE0000746,TXN000040961,IMPOSSIBLE_TRAVEL,ML,77.6,False Positive,183.84,2026-03-17 03:30:12,High velocity
FE0000747,TXN000040963,VELOCITY_ABUSE,Rule,41.5,Confirmed Fraud,653.77,2026-03-28 20:05:07,Geographic anomaly
FE0000748,TXN000040969,CARD_TESTING,Rule,48.4,Under Review,47.32,2026-07-29 16:17:44,Geographic anomaly
FE0000749,TXN000041028,ATM_CASHOUT,Rule,48.0,False Positive,446976.14,2026-04-04 14:25:55,Merchant anomaly
FE0000750,TXN000041032,CARD_TESTING,Hybrid,49.2,Confirmed Fraud,61.06,2026-03-12 22:11:35,Geographic anomaly
FE0000751,TXN000041157,MERCHANT_COLLUSION,ML,50.0,Under Review,69316.44,2026-07-28 20:42:08,Merchant anomaly
FE0000752,TXN000041178,CARD_NOT_PRESENT,ML,76.4,Confirmed Fraud,2819.41,2026-04-29 20:46:47,Device anomaly
FE0000753,TXN000041180,MERCHANT_COLLUSION,Hybrid,52.0,Under Review,46436.02,2026-05-27 16:48:59,Merchant anomaly
FE0000754,TXN000041201,MERCHANT_COLLUSION,ML,52.0,Under Review,152023.27,2026-03-09 14:07:12,Mule network
FE0000755,TXN000041235,MERCHANT_COLLUSION,ML,52.0,Confirmed Fraud,146778.36,2026-02-28 20:12:58,Device anomaly
FE0000756,TXN000041257,IMPOSSIBLE_TRAVEL,Hybrid,65.6,False Positive,3957.31,2026-02-03 20:20:18,Geographic anomaly
FE0000757,TXN000041310,MERCHANT_COLLUSION,Rule,72.0,Under Review,81314.18,2026-07-05 21:25:23,Amount deviation
FE0000758,TXN000041443,ATM_CASHOUT,Rule,76.0,Confirmed Fraud,65089.73,2026-05-25 18:31:17,Geographic anomaly
FE0000759,TXN000041451,ACCOUNT_TAKEOVER,ML,91.8,Confirmed Fraud,83648.68,2026-06-17 19:40:34,Amount deviation
FE0000760,TXN000041493,CARD_NOT_PRESENT,Hybrid,97,Under Review,6852.82,2026-03-31 06:55:55,Device anomaly
FE0000761,TXN000041592,MERCHANT_COLLUSION,ML,52.0,Under Review,101195.84,2026-03-23 12:32:12,Merchant anomaly
FE0000762,TXN000041608,MERCHANT_COLLUSION,Hybrid,50.0,Confirmed Fraud,106776.62,2026-05-03 17:30:03,Mule network
FE0000763,TXN000041690,MERCHANT_COLLUSION,Rule,48.0,Under Review,34131.73,2026-03-14 14:35:45,Mule network
FE0000764,TXN000041708,ACCOUNT_TAKEOVER,ML,90.9,False Positive,214033.39,2026-02-19 15:05:23,Merchant anomaly
FE0000765,TXN000041729,IMPOSSIBLE_TRAVEL,ML,83.6,Under Review,298139.99,2026-06-13 15:47:48,High velocity
FE0000766,TXN000041759,MERCHANT_COLLUSION,Rule,68.0,False Positive,58246.26,2026-05-14 00:00:10,Merchant anomaly
FE0000767,TXN000041772,CARD_TESTING,ML,68.3,Confirmed Fraud,94.11,2026-06-28 20:24:46,High velocity
FE0000768,TXN000041775,MULE_TRANSFER,Rule,56.0,Confirmed Fraud,104638.76,2026-05-06 12:57:12,Geographic anomaly
FE0000769,TXN000041797,IMPOSSIBLE_TRAVEL,Hybrid,60.4,False Positive,721.85,2026-04-29 08:03:10,Device anomaly
FE0000770,TXN000041825,MERCHANT_COLLUSION,Hybrid,54.0,Under Review,69457.59,2026-02-20 07:02:59,Mule network
FE0000771,TXN000041843,MERCHANT_COLLUSION,Hybrid,54.0,Confirmed Fraud,109911.28,2026-05-03 18:24:37,Mule network
FE0000772,TXN000041907,IMPOSSIBLE_TRAVEL,Hybrid,49.3,Confirmed Fraud,459.3,2026-03-27 05:29:15,Device anomaly
FE0000773,TXN000041942,VELOCITY_ABUSE,Rule,70.9,False Positive,930.19,2026-03-17 14:25:07,Geographic anomaly
FE0000774,TXN000041973,MERCHANT_COLLUSION,ML,70.0,Confirmed Fraud,56756.63,2026-06-26 15:29:55,Device anomaly
FE0000775,TXN000041983,CARD_TESTING,Rule,48.9,Confirmed Fraud,117.97,2026-03-09 21:41:18,Amount deviation
FE0000776,TXN000042065,ATM_CASHOUT,Rule,54.0,Under Review,502845.9,2026-03-23 16:09:24,High velocity
FE0000777,TXN000042130,ATM_CASHOUT,Hybrid,56.0,Confirmed Fraud,24948.83,2026-07-15 07:13:11,Merchant anomaly
FE0000778,TXN000042140,CARD_TESTING,Rule,66.6,Confirmed Fraud,73.56,2026-06-20 02:32:35,Geographic anomaly
FE0000779,TXN000042184,ATM_CASHOUT,Rule,90.0,Under Review,214917.1,2026-06-19 01:57:40,Merchant anomaly
FE0000780,TXN000042221,ATM_CASHOUT,ML,48.0,False Positive,72799.96,2026-03-01 07:56:06,Mule network
FE0000781,TXN000042454,VELOCITY_ABUSE,ML,57.0,Confirmed Fraud,3087.01,2026-02-20 05:48:46,Geographic anomaly
FE0000782,TXN000042619,ATM_CASHOUT,Rule,48.0,Under Review,77002.09,2026-06-22 06:27:17,Merchant anomaly
FE0000783,TXN000042665,VELOCITY_ABUSE,Hybrid,71.3,Confirmed Fraud,2977.17,2026-02-05 00:26:57,Amount deviation
FE0000784,TXN000042752,MULE_TRANSFER,Rule,52.0,Confirmed Fraud,193127.86,2026-06-02 11:32:02,Device anomaly
FE0000785,TXN000042772,ACCOUNT_TAKEOVER,ML,97,False Positive,118861.64,2026-07-23 23:05:22,Amount deviation
FE0000786,TXN000042784,MULE_TRANSFER,ML,72.0,Confirmed Fraud,274062.3,2026-04-30 13:35:47,High velocity
FE0000787,TXN000042921,MERCHANT_COLLUSION,ML,48.0,Under Review,36954.76,2026-03-31 13:39:32,Merchant anomaly
FE0000788,TXN000042952,ATM_CASHOUT,ML,56.0,Under Review,471279.13,2026-04-01 14:06:44,Geographic anomaly
FE0000789,TXN000042956,MULE_TRANSFER,ML,54.0,False Positive,83728.66,2026-02-24 11:25:05,Device anomaly
FE0000790,TXN000043048,VELOCITY_ABUSE,Hybrid,65.2,Under Review,283.38,2026-02-20 01:11:14,Geographic anomaly
FE0000791,TXN000043073,ACCOUNT_TAKEOVER,ML,88.8,False Positive,447178.78,2026-07-02 11:49:41,Mule network
FE0000792,TXN000043110,CARD_NOT_PRESENT,ML,66.2,Confirmed Fraud,275.17,2026-06-05 10:43:45,High velocity
FE0000793,TXN000043231,ATM_CASHOUT,Hybrid,72.0,False Positive,36888.02,2026-04-21 02:48:03,Geographic anomaly
FE0000794,TXN000043235,VELOCITY_ABUSE,Hybrid,50.1,False Positive,1804.11,2026-05-31 16:19:24,Mule network
FE0000795,TXN000043317,ATM_CASHOUT,Hybrid,56.0,Confirmed Fraud,190722.27,2026-02-07 08:43:22,High velocity
FE0000796,TXN000043405,MERCHANT_COLLUSION,Rule,48.0,False Positive,33522.33,2026-05-12 08:31:09,Merchant anomaly
FE0000797,TXN000043523,ACCOUNT_TAKEOVER,Hybrid,96.7,Confirmed Fraud,57109.3,2026-06-24 03:04:02,Merchant anomaly
FE0000798,TXN000043563,VELOCITY_ABUSE,Rule,54.3,Confirmed Fraud,1742.88,2026-03-17 16:43:17,Merchant anomaly
FE0000799,TXN000043697,CARD_NOT_PRESENT,Hybrid,76.4,Under Review,746.14,2026-07-30 13:52:01,High velocity
FE0000800,TXN000043758,ATM_CASHOUT,ML,54.0,False Positive,53157.49,2026-07-04 21:13:20,Mule network
FE0000801,TXN000043778,ATM_CASHOUT,Rule,70.0,Confirmed Fraud,211772.58,2026-05-02 00:17:18,Merchant anomaly
FE0000802,TXN000043816,MERCHANT_COLLUSION,ML,56.0,False Positive,85870.15,2026-03-13 07:20:30,Geographic anomaly
FE0000803,TXN000043853,ACCOUNT_TAKEOVER,ML,89.5,Under Review,102286.68,2026-05-03 07:36:13,Mule network
FE0000804,TXN000043869,VELOCITY_ABUSE,ML,68.8,Confirmed Fraud,184.45,2026-07-05 03:05:42,Mule network
FE0000805,TXN000043901,MULE_TRANSFER,ML,70.0,False Positive,227163.19,2026-06-10 07:15:37,High velocity
FE0000806,TXN000043917,ACCOUNT_TAKEOVER,Rule,97,False Positive,441078.47,2026-05-13 11:46:14,Amount deviation
FE0000807,TXN000043921,CARD_NOT_PRESENT,ML,71.0,Under Review,1110.88,2026-06-06 07:10:25,Amount deviation
FE0000808,TXN000043943,CARD_TESTING,Rule,48.2,Under Review,55.63,2026-02-15 16:01:28,Amount deviation
FE0000809,TXN000043950,ACCOUNT_TAKEOVER,Rule,83.8,False Positive,204664.36,2026-02-24 06:59:32,Amount deviation
FE0000810,TXN000044026,CARD_NOT_PRESENT,Hybrid,99,Confirmed Fraud,57.74,2026-07-23 00:28:27,Amount deviation
FE0000811,TXN000044068,VELOCITY_ABUSE,ML,68.9,Confirmed Fraud,1890.81,2026-05-31 06:06:18,Mule network
FE0000812,TXN000044248,IMPOSSIBLE_TRAVEL,Rule,49.8,Confirmed Fraud,1323.46,2026-07-09 10:22:51,Amount deviation
FE0000813,TXN000044471,MULE_TRANSFER,ML,76.0,Confirmed Fraud,291345.82,2026-07-30 12:27:22,Merchant anomaly
FE0000814,TXN000044513,IMPOSSIBLE_TRAVEL,Hybrid,99,Confirmed Fraud,913.04,2026-06-08 00:59:02,Device anomaly
FE0000815,TXN000044593,CARD_NOT_PRESENT,Hybrid,82.2,False Positive,969.54,2026-07-20 04:21:43,Merchant anomaly
FE0000816,TXN000044611,CARD_NOT_PRESENT,Rule,99,Confirmed Fraud,1412.91,2026-06-02 04:53:16,Merchant anomaly
FE0000817,TXN000044618,MERCHANT_COLLUSION,ML,66.0,Confirmed Fraud,17056.73,2026-04-02 00:43:49,Mule network
FE0000818,TXN000044639,ATM_CASHOUT,Hybrid,74.0,Confirmed Fraud,474173.08,2026-06-13 04:17:44,High velocity
FE0000819,TXN000044680,CARD_NOT_PRESENT,ML,89.4,Confirmed Fraud,424.27,2026-05-01 03:29:00,Geographic anomaly
FE0000820,TXN000044705,ATM_CASHOUT,ML,48.0,Under Review,270001.69,2026-06-02 16:55:03,Mule network
FE0000821,TXN000044773,ATM_CASHOUT,Hybrid,54.0,Confirmed Fraud,193788.61,2026-05-27 09:39:48,Amount deviation
FE0000822,TXN000044780,VELOCITY_ABUSE,ML,84.5,Confirmed Fraud,352.66,2026-03-13 04:59:22,High velocity
FE0000823,TXN000044895,CARD_NOT_PRESENT,Hybrid,72.7,Confirmed Fraud,510.1,2026-05-27 20:30:40,Amount deviation
FE0000824,TXN000044958,MULE_TRANSFER,Rule,70.0,False Positive,360601.07,2026-05-29 17:56:31,Amount deviation
FE0000825,TXN000045016,IMPOSSIBLE_TRAVEL,ML,69.0,False Positive,1049.05,2026-05-31 13:09:53,Geographic anomaly
FE0000826,TXN000045021,CARD_NOT_PRESENT,ML,69.3,Under Review,1716.95,2026-04-16 16:47:09,Mule network
FE0000827,TXN000045051,CARD_TESTING,Hybrid,49.1,Confirmed Fraud,10.81,2026-02-27 21:30:13,Merchant anomaly
FE0000828,TXN000045183,ATM_CASHOUT,ML,48.0,Confirmed Fraud,456253.21,2026-02-09 13:01:53,Amount deviation
FE0000829,TXN000045225,ATM_CASHOUT,Hybrid,68.0,False Positive,450844.04,2026-06-01 03:11:37,Amount deviation
FE0000830,TXN000045310,CARD_NOT_PRESENT,ML,90.1,Under Review,1172.87,2026-02-23 02:25:51,Amount deviation
FE0000831,TXN000045314,CARD_TESTING,ML,42.1,Under Review,85.61,2026-07-19 11:07:42,Amount deviation
FE0000832,TXN000045364,MERCHANT_COLLUSION,Hybrid,50.0,Confirmed Fraud,48620.78,2026-03-04 13:57:41,Mule network
FE0000833,TXN000045448,IMPOSSIBLE_TRAVEL,ML,45.3,Confirmed Fraud,804.96,2026-05-28 05:26:00,Device anomaly
FE0000834,TXN000045477,MULE_TRANSFER,Hybrid,68.0,Confirmed Fraud,180505.63,2026-07-24 06:46:29,High velocity
FE0000835,TXN000045510,CARD_TESTING,Hybrid,38.6,Confirmed Fraud,65.73,2026-04-19 21:17:32,Mule network
